City,Date,PM2_5,PM10,AQI,AQI_Bucket,Year,Month,Month_name
Amaravati,10/06/2020,10.18,25.24,58,Satisfactory,2020,6,June
Amaravati,11/06/2020,5.6,12.17,53,Satisfactory,2020,6,June
Amaravati,12/06/2020,4.7,12.83,47,Good,2020,6,June
Amaravati,13/06/2020,4.65,12.76,44,Good,2020,6,June
Amaravati,14/06/2020,11.71,25.81,47,Good,2020,6,June
Amaravati,15/06/2020,10.07,24.04,41,Good,2020,6,June
Amaravati,16/06/2020,11.61,31.52,39,Good,2020,6,June
Amaravati,17/06/2020,8.73,18.33,36,Good,2020,6,June
Amaravati,18/06/2020,11.2,27.86,42,Good,2020,6,June
Amaravati,19/06/2020,11.03,34.97,43,Good,2020,6,June
Amaravati,20/06/2020,16.99,45.43,55,Satisfactory,2020,6,June
Amaravati,21/06/2020,12.74,30.83,50,Good,2020,6,June
Amaravati,22/06/2020,17.97,50.49,46,Good,2020,6,June
Amaravati,23/06/2020,15.48,34.84,55,Satisfactory,2020,6,June
Amaravati,24/06/2020,14.88,35.33,52,Satisfactory,2020,6,June
Amaravati,25/06/2020,20.74,37.36,50,Good,2020,6,June
Amaravati,26/06/2020,10.41,20.55,37,Good,2020,6,June
Amaravati,27/06/2020,14.5,24.43,42,Good,2020,6,June
Amaravati,28/06/2020,16.65,28.51,49,Good,2020,6,June
Amaravati,29/06/2020,20.96,32.56,56,Satisfactory,2020,6,June
Amaravati,30/06/2020,21.34,35.16,61,Satisfactory,2020,6,June
Amaravati,01/07/2020,22,34,54,Satisfactory,2020,7,July
Amritsar,28/02/2017,12.45,13.8,52,Satisfactory,2017,2,February
Amritsar,01/03/2017,19.52,21.88,31,Good,2017,3,March
Amritsar,02/03/2017,77.71,80.27,106,Moderate,2017,3,March
Amritsar,03/03/2017,19.7,33.08,98,Satisfactory,2017,3,March
Amritsar,04/03/2017,22.91,56.19,61,Satisfactory,2017,3,March
Amritsar,05/03/2017,29.56,44.5,62,Satisfactory,2017,3,March
Amritsar,06/03/2017,46.13,62.88,78,Satisfactory,2017,3,March
Amritsar,07/03/2017,44.3,52.12,72,Satisfactory,2017,3,March
Amritsar,08/03/2017,41.23,52.75,71,Satisfactory,2017,3,March
Amritsar,09/03/2017,29.88,33.2,59,Satisfactory,2017,3,March
Amritsar,10/03/2017,37.93,43.69,73,Satisfactory,2017,3,March
Amritsar,11/03/2017,32.46,50.76,56,Satisfactory,2017,3,March
Amritsar,12/03/2017,25.65,54.59,55,Satisfactory,2017,3,March
Amritsar,13/03/2017,41.36,77.43,69,Satisfactory,2017,3,March
Amritsar,14/03/2017,51.88,86.64,80,Satisfactory,2017,3,March
Amritsar,15/03/2017,51.59,86.11,89,Satisfactory,2017,3,March
Amritsar,16/03/2017,45.46,82.73,79,Satisfactory,2017,3,March
Amritsar,17/03/2017,152.17,93.68,262,Poor,2017,3,March
Amritsar,18/03/2017,72.87,98.47,184,Moderate,2017,3,March
Amritsar,19/03/2017,73.26,97.64,138,Moderate,2017,3,March
Amritsar,20/03/2017,65.26,95.91,138,Moderate,2017,3,March
Amritsar,21/03/2017,56.39,92.68,100,Satisfactory,2017,3,March
Amritsar,22/03/2017,55.43,88.17,89,Satisfactory,2017,3,March
Amritsar,23/03/2017,40.95,77.09,84,Satisfactory,2017,3,March
Amritsar,24/03/2017,40.99,67.5,72,Satisfactory,2017,3,March
Amritsar,25/03/2017,57.49,80.09,90,Satisfactory,2017,3,March
Amritsar,26/03/2017,45.98,72.74,84,Satisfactory,2017,3,March
Amritsar,27/03/2017,47.2,78.45,74,Satisfactory,2017,3,March
Amritsar,28/03/2017,58.95,83.09,96,Satisfactory,2017,3,March
Amritsar,29/03/2017,39.4,66.81,76,Satisfactory,2017,3,March
Amritsar,30/03/2017,39.47,71.86,71,Satisfactory,2017,3,March
Amritsar,31/03/2017,52.77,72.49,91,Satisfactory,2017,3,March
Amritsar,01/04/2017,16.38,25.27,45,Good,2017,4,April
Amritsar,02/04/2017,20.11,34.76,30,Good,2017,4,April
Amritsar,03/04/2017,42.05,88.9,72,Satisfactory,2017,4,April
Amritsar,04/04/2017,40.64,63.97,76,Satisfactory,2017,4,April
Amritsar,05/04/2017,31.96,59.43,60,Satisfactory,2017,4,April
Amritsar,06/04/2017,,,59,Satisfactory,2017,4,April
Amritsar,09/04/2017,24.29,39.48,44,Good,2017,4,April
Amritsar,10/04/2017,30.05,55.59,57,Satisfactory,2017,4,April
Amritsar,11/04/2017,41.4,62.53,66,Satisfactory,2017,4,April
Amritsar,12/04/2017,33.11,58.18,63,Satisfactory,2017,4,April
Amritsar,13/04/2017,50.72,70.44,85,Satisfactory,2017,4,April
Amritsar,14/04/2017,25.84,28.59,61,Satisfactory,2017,4,April
Amritsar,15/04/2017,24.3,27.21,49,Good,2017,4,April
Amritsar,16/04/2017,33.02,45.93,53,Satisfactory,2017,4,April
Amritsar,17/04/2017,53.08,101.55,82,Satisfactory,2017,4,April
Amritsar,18/04/2017,82.91,116.95,170,Moderate,2017,4,April
Amritsar,19/04/2017,32.08,94.3,109,Moderate,2017,4,April
Amritsar,20/04/2017,27.6,39.29,65,Satisfactory,2017,4,April
Amritsar,25/04/2017,25.74,,42,Good,2017,4,April
Amritsar,26/04/2017,28.28,,46,Good,2017,4,April
Amritsar,27/04/2017,25.1,,43,Good,2017,4,April
Amritsar,28/04/2017,25.99,,43,Good,2017,4,April
Amritsar,29/04/2017,27.14,,45,Good,2017,4,April
Amritsar,30/04/2017,25.81,,43,Good,2017,4,April
Amritsar,01/05/2017,23.96,,41,Good,2017,5,May
Amritsar,02/05/2017,41.54,124.19,97,Satisfactory,2017,5,May
Amritsar,03/05/2017,52.43,105.5,102,Moderate,2017,5,May
Amritsar,04/05/2017,53.42,91.16,100,Satisfactory,2017,5,May
Amritsar,05/05/2017,194.39,100.51,121,Moderate,2017,5,May
Amritsar,06/05/2017,296.84,138.35,117,Moderate,2017,5,May
Amritsar,07/05/2017,105.49,125.37,123,Moderate,2017,5,May
Amritsar,08/05/2017,868.66,116.29,110,Moderate,2017,5,May
Amritsar,09/05/2017,,156.75,122,Moderate,2017,5,May
Amritsar,12/05/2017,157.6,94.34,473,Severe,2017,5,May
Amritsar,13/05/2017,53.9,124.48,138,Moderate,2017,5,May
Amritsar,14/05/2017,40.51,121.36,116,Moderate,2017,5,May
Amritsar,15/05/2017,,113.72,114,Moderate,2017,5,May
Amritsar,16/05/2017,57.8,86.43,102,Moderate,2017,5,May
Amritsar,17/05/2017,41.85,72.79,80,Satisfactory,2017,5,May
Amritsar,18/05/2017,54.1,96.51,87,Satisfactory,2017,5,May
Amritsar,19/05/2017,42.41,99.64,93,Satisfactory,2017,5,May
Amritsar,20/05/2017,45.32,387.65,98,Satisfactory,2017,5,May
Amritsar,21/05/2017,43.97,,89,Satisfactory,2017,5,May
Amritsar,22/05/2017,36.59,,56,Satisfactory,2017,5,May
Amritsar,23/05/2017,30.55,,56,Satisfactory,2017,5,May
Amritsar,24/05/2017,192.7,,79,Satisfactory,2017,5,May
Amritsar,25/05/2017,37.67,,270,Poor,2017,5,May
Amritsar,26/05/2017,25.3,,48,Good,2017,5,May
Amritsar,27/05/2017,20.42,,35,Good,2017,5,May
Amritsar,28/05/2017,17.64,,34,Good,2017,5,May
Amritsar,29/05/2017,19.68,,26,Good,2017,5,May
Amritsar,30/05/2017,26.47,68.35,44,Good,2017,5,May
Amritsar,31/05/2017,29.12,63.49,67,Satisfactory,2017,5,May
Amritsar,01/06/2017,34.99,68.71,62,Satisfactory,2017,6,June
Amritsar,03/06/2017,58.68,109.6,107,Moderate,2017,6,June
Amritsar,04/06/2017,48.49,120.47,108,Moderate,2017,6,June
Amritsar,05/06/2017,38.78,143.52,125,Moderate,2017,6,June
Amritsar,06/06/2017,89.01,240.82,197,Moderate,2017,6,June
Amritsar,07/06/2017,39.74,72.35,143,Moderate,2017,6,June
Amritsar,08/06/2017,38.25,76.8,64,Satisfactory,2017,6,June
Amritsar,09/06/2017,38.93,79.5,85,Satisfactory,2017,6,June
Amritsar,10/06/2017,44.76,91.2,83,Satisfactory,2017,6,June
Amritsar,11/06/2017,33.88,53.64,70,Satisfactory,2017,6,June
Amritsar,12/06/2017,41.62,73.06,65,Satisfactory,2017,6,June
Amritsar,14/06/2017,36.81,77.01,75,Satisfactory,2017,6,June
Amritsar,15/06/2017,38.42,82.21,88,Satisfactory,2017,6,June
Amritsar,16/06/2017,33.06,85.28,73,Satisfactory,2017,6,June
Amritsar,17/06/2017,34.62,86.44,97,Satisfactory,2017,6,June
Amritsar,18/06/2017,42.96,90.84,80,Satisfactory,2017,6,June
Amritsar,19/06/2017,40.82,99.55,103,Moderate,2017,6,June
Amritsar,20/06/2017,33.69,78.05,81,Satisfactory,2017,6,June
Amritsar,21/06/2017,32,71.88,76,Satisfactory,2017,6,June
Amritsar,22/06/2017,37.18,81.62,76,Satisfactory,2017,6,June
Amritsar,23/06/2017,39.66,92.36,86,Satisfactory,2017,6,June
Amritsar,24/06/2017,44.85,106.1,100,Satisfactory,2017,6,June
Amritsar,25/06/2017,35.19,102.85,104,Moderate,2017,6,June
Amritsar,26/06/2017,36.66,105.7,103,Moderate,2017,6,June
Amritsar,27/06/2017,41.22,93.15,100,Satisfactory,2017,6,June
Amritsar,28/06/2017,35.76,75.93,81,Satisfactory,2017,6,June
Amritsar,29/06/2017,39.06,70.49,74,Satisfactory,2017,6,June
Amritsar,30/06/2017,30.48,75.21,90,Satisfactory,2017,6,June
Amritsar,01/07/2017,45.34,68.4,92,Satisfactory,2017,7,July
Amritsar,02/07/2017,41.09,102.32,94,Satisfactory,2017,7,July
Amritsar,03/07/2017,36.95,86.58,91,Satisfactory,2017,7,July
Amritsar,04/07/2017,43.04,99.05,91,Satisfactory,2017,7,July
Amritsar,05/07/2017,46.59,112.06,101,Moderate,2017,7,July
Amritsar,06/07/2017,49.08,71.1,88,Satisfactory,2017,7,July
Amritsar,07/07/2017,49,87.67,89,Satisfactory,2017,7,July
Amritsar,08/07/2017,48.72,117.47,104,Moderate,2017,7,July
Amritsar,11/07/2017,50.33,95.06,87,Satisfactory,2017,7,July
Amritsar,12/07/2017,48.58,90.82,97,Satisfactory,2017,7,July
Amritsar,13/07/2017,46.72,97.67,93,Satisfactory,2017,7,July
Amritsar,14/07/2017,51.53,96.92,100,Satisfactory,2017,7,July
Amritsar,15/07/2017,52.08,97.63,96,Satisfactory,2017,7,July
Amritsar,16/07/2017,50.9,97.87,100,Satisfactory,2017,7,July
Amritsar,17/07/2017,49.41,101.51,97,Satisfactory,2017,7,July
Amritsar,18/07/2017,50.64,94.42,99,Satisfactory,2017,7,July
Amritsar,19/07/2017,52.14,104.81,99,Satisfactory,2017,7,July
Amritsar,20/07/2017,44.63,113.81,110,Moderate,2017,7,July
Amritsar,21/07/2017,47.5,97.7,100,Satisfactory,2017,7,July
Amritsar,22/07/2017,47.06,98.4,99,Satisfactory,2017,7,July
Amritsar,23/07/2017,43.23,102.03,101,Moderate,2017,7,July
Amritsar,24/07/2017,47.21,100.22,101,Moderate,2017,7,July
Amritsar,25/07/2017,48.32,103.08,102,Moderate,2017,7,July
Amritsar,26/07/2017,49.32,101.56,102,Moderate,2017,7,July
Amritsar,30/07/2017,31.41,63.19,158,Moderate,2017,7,July
Amritsar,31/07/2017,51.03,109.83,84,Satisfactory,2017,7,July
Amritsar,01/08/2017,43.78,107.53,110,Moderate,2017,8,August
Amritsar,02/08/2017,,,104,Moderate,2017,8,August
Amritsar,11/08/2017,26.23,168.52,141,Moderate,2017,8,August
Amritsar,12/08/2017,38.53,268.32,177,Moderate,2017,8,August
Amritsar,13/08/2017,38.68,260.46,215,Poor,2017,8,August
Amritsar,14/08/2017,21.38,69.39,139,Moderate,2017,8,August
Amritsar,15/08/2017,36.69,114.7,92,Satisfactory,2017,8,August
Amritsar,16/08/2017,33.27,136.51,120,Moderate,2017,8,August
Amritsar,17/08/2017,43.31,206.85,146,Moderate,2017,8,August
Amritsar,18/08/2017,41.05,209.7,176,Moderate,2017,8,August
Amritsar,19/08/2017,28.53,139.39,156,Moderate,2017,8,August
Amritsar,20/08/2017,23.58,69.33,85,Satisfactory,2017,8,August
Amritsar,21/08/2017,36.83,96.84,94,Satisfactory,2017,8,August
Amritsar,22/08/2017,31.97,73.55,74,Satisfactory,2017,8,August
Amritsar,23/08/2017,28.94,87.82,82,Satisfactory,2017,8,August
Amritsar,24/08/2017,47.34,109.02,101,Moderate,2017,8,August
Amritsar,25/08/2017,38.36,94.01,106,Moderate,2017,8,August
Amritsar,26/08/2017,25.91,67.56,69,Satisfactory,2017,8,August
Amritsar,27/08/2017,29.99,90.31,82,Satisfactory,2017,8,August
Amritsar,28/08/2017,28.77,88.13,94,Satisfactory,2017,8,August
Amritsar,29/08/2017,18.41,56.07,67,Satisfactory,2017,8,August
Amritsar,30/08/2017,25.56,69.8,61,Satisfactory,2017,8,August
Amritsar,31/08/2017,36.13,84.72,80,Satisfactory,2017,8,August
Amritsar,01/09/2017,32.01,57.41,70,Satisfactory,2017,9,September
Amritsar,02/09/2017,27.65,70.89,62,Satisfactory,2017,9,September
Amritsar,03/09/2017,28.76,82.4,77,Satisfactory,2017,9,September
Amritsar,04/09/2017,34.81,93.24,92,Satisfactory,2017,9,September
Amritsar,05/09/2017,30.17,101.82,90,Satisfactory,2017,9,September
Amritsar,06/09/2017,29.15,135.49,117,Moderate,2017,9,September
Amritsar,07/09/2017,30.99,129.56,118,Moderate,2017,9,September
Amritsar,08/09/2017,37.7,123.54,119,Moderate,2017,9,September
Amritsar,09/09/2017,47.29,170.2,131,Moderate,2017,9,September
Amritsar,10/09/2017,24.04,131.16,142,Moderate,2017,9,September
Amritsar,11/09/2017,27.56,99.6,97,Satisfactory,2017,9,September
Amritsar,12/09/2017,59.49,163.28,125,Moderate,2017,9,September
Amritsar,13/09/2017,75.94,197,159,Moderate,2017,9,September
Amritsar,14/09/2017,35.3,190.24,161,Moderate,2017,9,September
Amritsar,15/09/2017,37.93,165.9,154,Moderate,2017,9,September
Amritsar,16/09/2017,54.76,153.86,136,Moderate,2017,9,September
Amritsar,17/09/2017,52.81,197.08,137,Moderate,2017,9,September
Amritsar,18/09/2017,71.8,225.14,173,Moderate,2017,9,September
Amritsar,19/09/2017,44.09,221.27,202,Poor,2017,9,September
Amritsar,20/09/2017,54.21,243.06,189,Moderate,2017,9,September
Amritsar,21/09/2017,56.33,248.8,196,Moderate,2017,9,September
Amritsar,22/09/2017,76.9,253.99,198,Moderate,2017,9,September
Amritsar,23/09/2017,30.64,107.82,154,Moderate,2017,9,September
Amritsar,24/09/2017,39.43,136.27,108,Moderate,2017,9,September
Amritsar,25/09/2017,77.79,259.45,170,Moderate,2017,9,September
Amritsar,26/09/2017,69.26,275.85,225,Poor,2017,9,September
Amritsar,27/09/2017,53.55,253.61,216,Poor,2017,9,September
Amritsar,28/09/2017,78.12,255.33,199,Moderate,2017,9,September
Amritsar,29/09/2017,97.56,298.19,233,Poor,2017,9,September
Amritsar,30/09/2017,203.2,311.39,271,Poor,2017,9,September
Amritsar,01/10/2017,65.44,188.36,232,Poor,2017,10,October
Amritsar,20/10/2017,248.12,445.44,463,Severe,2017,10,October
Amritsar,21/10/2017,148.47,318.1,320,Very Poor,2017,10,October
Amritsar,22/10/2017,194.47,357.95,338,Very Poor,2017,10,October
Amritsar,23/10/2017,214.73,276.08,395,Very Poor,2017,10,October
Amritsar,24/10/2017,71.13,191.27,229,Poor,2017,10,October
Amritsar,25/10/2017,126.19,312.7,239,Poor,2017,10,October
Amritsar,26/10/2017,133.53,309.8,318,Very Poor,2017,10,October
Amritsar,27/10/2017,150.33,299.12,308,Very Poor,2017,10,October
Amritsar,28/10/2017,165.75,302.65,338,Very Poor,2017,10,October
Amritsar,29/10/2017,221.93,295.75,356,Very Poor,2017,10,October
Amritsar,30/10/2017,147.44,289.42,341,Very Poor,2017,10,October
Amritsar,31/10/2017,174.03,267.13,271,Poor,2017,10,October
Amritsar,01/11/2017,145.27,261.79,304,Very Poor,2017,11,November
Amritsar,02/11/2017,129.13,259.59,314,Very Poor,2017,11,November
Amritsar,03/11/2017,146.53,252.25,317,Very Poor,2017,11,November
Amritsar,04/11/2017,144.73,251.09,318,Very Poor,2017,11,November
Amritsar,05/11/2017,160.69,290.59,319,Very Poor,2017,11,November
Amritsar,06/11/2017,140.05,290.75,321,Very Poor,2017,11,November
Amritsar,07/11/2017,97.78,232.21,252,Poor,2017,11,November
Amritsar,08/11/2017,90.68,250.2,235,Poor,2017,11,November
Amritsar,09/11/2017,113,222.95,248,Poor,2017,11,November
Amritsar,10/11/2017,137.47,260.49,295,Poor,2017,11,November
Amritsar,11/11/2017,147.97,267.24,317,Very Poor,2017,11,November
Amritsar,12/11/2017,151.19,271.2,328,Very Poor,2017,11,November
Amritsar,13/11/2017,121.54,234.56,311,Very Poor,2017,11,November
Amritsar,14/11/2017,89.18,178.8,234,Poor,2017,11,November
Amritsar,15/11/2017,38.17,100.14,128,Moderate,2017,11,November
Amritsar,16/11/2017,78.81,182.69,131,Moderate,2017,11,November
Amritsar,17/11/2017,111.37,228.78,262,Poor,2017,11,November
Amritsar,18/11/2017,83,184.32,200,Moderate,2017,11,November
Amritsar,19/11/2017,106.43,224.99,206,Poor,2017,11,November
Amritsar,20/11/2017,144.45,295.86,314,Very Poor,2017,11,November
Amritsar,21/11/2017,128.92,264.88,307,Very Poor,2017,11,November
Amritsar,22/11/2017,143.36,276.23,318,Very Poor,2017,11,November
Amritsar,23/11/2017,110.68,237.22,288,Poor,2017,11,November
Amritsar,24/11/2017,141.64,270.82,302,Very Poor,2017,11,November
Amritsar,25/11/2017,143.81,268.1,322,Very Poor,2017,11,November
Amritsar,26/11/2017,137.81,263.37,316,Very Poor,2017,11,November
Amritsar,27/11/2017,137.05,266.39,313,Very Poor,2017,11,November
Amritsar,28/11/2017,129.76,268.24,306,Very Poor,2017,11,November
Amritsar,29/11/2017,146.1,283.99,317,Very Poor,2017,11,November
Amritsar,30/11/2017,146.1,265.34,323,Very Poor,2017,11,November
Amritsar,01/12/2017,147.77,270.1,324,Very Poor,2017,12,December
Amritsar,02/12/2017,119.12,232.05,296,Poor,2017,12,December
Amritsar,03/12/2017,130.16,239.25,309,Very Poor,2017,12,December
Amritsar,04/12/2017,108.22,214.5,266,Poor,2017,12,December
Amritsar,05/12/2017,92.93,189.34,227,Poor,2017,12,December
Amritsar,07/12/2017,106.08,215.78,185,Moderate,2017,12,December
Amritsar,08/12/2017,131.98,266.2,298,Poor,2017,12,December
Amritsar,09/12/2017,117.47,236.63,304,Very Poor,2017,12,December
Amritsar,10/12/2017,102.19,198.88,277,Poor,2017,12,December
Amritsar,11/12/2017,44.98,87.5,162,Moderate,2017,12,December
Amritsar,12/12/2017,53.43,87.57,127,Moderate,2017,12,December
Amritsar,13/12/2017,66.28,141.61,116,Moderate,2017,12,December
Amritsar,14/12/2017,58.41,124.48,126,Moderate,2017,12,December
Amritsar,15/12/2017,53.83,120.29,113,Moderate,2017,12,December
Amritsar,16/12/2017,58.65,129.08,114,Moderate,2017,12,December
Amritsar,17/12/2017,63.41,177.11,133,Moderate,2017,12,December
Amritsar,18/12/2017,43.93,121.78,142,Moderate,2017,12,December
Amritsar,19/12/2017,75.09,171.16,126,Moderate,2017,12,December
Amritsar,20/12/2017,108.76,221.19,230,Poor,2017,12,December
Amritsar,21/12/2017,87.22,198.96,227,Poor,2017,12,December
Amritsar,22/12/2017,56.46,126.01,143,Moderate,2017,12,December
Amritsar,23/12/2017,72.21,157.96,122,Moderate,2017,12,December
Amritsar,24/12/2017,96.33,186.31,197,Moderate,2017,12,December
Amritsar,25/12/2017,112.36,210.37,235,Poor,2017,12,December
Amritsar,26/12/2017,148.9,272.45,315,Very Poor,2017,12,December
Amritsar,27/12/2017,177.53,303.42,335,Very Poor,2017,12,December
Amritsar,28/12/2017,101.19,188.85,298,Poor,2017,12,December
Amritsar,29/12/2017,100.84,199.13,233,Poor,2017,12,December
Amritsar,30/12/2017,133.75,254.85,283,Poor,2017,12,December
Amritsar,31/12/2017,158.06,285.43,321,Very Poor,2017,12,December
Amritsar,01/01/2018,161.69,291.36,331,Very Poor,2018,1,January
Amritsar,02/01/2018,149.97,260.76,331,Very Poor,2018,1,January
Amritsar,03/01/2018,87.04,179.58,232,Poor,2018,1,January
Amritsar,04/01/2018,,,212,Poor,2018,1,January
Amritsar,13/01/2018,103.52,189.41,237,Poor,2018,1,January
Amritsar,14/01/2018,124.02,195.9,310,Very Poor,2018,1,January
Amritsar,15/01/2018,66.92,138.18,170,Moderate,2018,1,January
Amritsar,16/01/2018,77.72,158.17,152,Moderate,2018,1,January
Amritsar,17/01/2018,77.71,151.64,144,Moderate,2018,1,January
Amritsar,18/01/2018,73.58,146.1,165,Moderate,2018,1,January
Amritsar,19/01/2018,61.57,131.82,126,Moderate,2018,1,January
Amritsar,20/01/2018,70.31,154.81,129,Moderate,2018,1,January
Amritsar,21/01/2018,74.04,163.69,149,Moderate,2018,1,January
Amritsar,22/01/2018,58.91,131.93,125,Moderate,2018,1,January
Amritsar,23/01/2018,58.9,110.95,123,Moderate,2018,1,January
Amritsar,24/01/2018,26.86,59.87,115,Moderate,2018,1,January
Amritsar,25/01/2018,62.55,122.25,127,Moderate,2018,1,January
Amritsar,26/01/2018,57.51,120.69,118,Moderate,2018,1,January
Amritsar,27/01/2018,70.09,160.56,132,Moderate,2018,1,January
Amritsar,28/01/2018,53.67,114.13,124,Moderate,2018,1,January
Amritsar,29/01/2018,45.61,101.86,127,Moderate,2018,1,January
Amritsar,30/01/2018,61.12,131.87,142,Moderate,2018,1,January
Amritsar,31/01/2018,56.96,135.69,150,Moderate,2018,1,January
Amritsar,01/02/2018,44.39,114.54,159,Moderate,2018,2,February
Amritsar,02/02/2018,31.79,96.3,149,Moderate,2018,2,February
Amritsar,03/02/2018,55.78,138.44,168,Moderate,2018,2,February
Amritsar,04/02/2018,50.4,131.72,165,Moderate,2018,2,February
Amritsar,05/02/2018,58.71,147.2,152,Moderate,2018,2,February
Amritsar,06/02/2018,48.6,136.91,130,Moderate,2018,2,February
Amritsar,07/02/2018,59.76,157.27,130,Moderate,2018,2,February
Amritsar,08/02/2018,67.11,160.02,141,Moderate,2018,2,February
Amritsar,09/02/2018,69.65,162.02,138,Moderate,2018,2,February
Amritsar,10/02/2018,67.14,166.85,145,Moderate,2018,2,February
Amritsar,11/02/2018,58.38,177.22,147,Moderate,2018,2,February
Amritsar,12/02/2018,48.16,87.04,123,Moderate,2018,2,February
Amritsar,13/02/2018,16.26,52.61,66,Satisfactory,2018,2,February
Amritsar,14/02/2018,15.91,50.34,58,Satisfactory,2018,2,February
Amritsar,15/02/2018,31.96,94.51,77,Satisfactory,2018,2,February
Amritsar,16/02/2018,68.32,181.17,129,Moderate,2018,2,February
Amritsar,17/02/2018,41.54,135.18,137,Moderate,2018,2,February
Amritsar,18/02/2018,53.44,159.72,133,Moderate,2018,2,February
Amritsar,19/02/2018,52.41,166.21,139,Moderate,2018,2,February
Amritsar,20/02/2018,69.46,205.16,162,Moderate,2018,2,February
Amritsar,21/02/2018,54.32,166.52,154,Moderate,2018,2,February
Amritsar,22/02/2018,43.14,122.51,124,Moderate,2018,2,February
Amritsar,23/02/2018,52.39,143.82,123,Moderate,2018,2,February
Amritsar,24/02/2018,29.75,89.22,114,Moderate,2018,2,February
Amritsar,25/02/2018,,,85,Satisfactory,2018,2,February
Amritsar,27/02/2018,58.6,153.78,119,Moderate,2018,2,February
Amritsar,28/02/2018,57.97,149.22,133,Moderate,2018,2,February
Amritsar,01/03/2018,46.84,128.01,132,Moderate,2018,3,March
Amritsar,02/03/2018,16.77,58.27,79,Satisfactory,2018,3,March
Amritsar,03/03/2018,25.72,77.3,73,Satisfactory,2018,3,March
Amritsar,04/03/2018,19.79,57.47,64,Satisfactory,2018,3,March
Amritsar,05/03/2018,31.52,77.37,69,Satisfactory,2018,3,March
Amritsar,06/03/2018,47.8,85.78,73,Satisfactory,2018,3,March
Amritsar,07/03/2018,58.97,153.53,133,Moderate,2018,3,March
Amritsar,08/03/2018,51.79,140.04,132,Moderate,2018,3,March
Amritsar,09/03/2018,29.06,104.61,112,Moderate,2018,3,March
Amritsar,10/03/2018,28.63,90.7,91,Satisfactory,2018,3,March
Amritsar,11/03/2018,42.29,129.74,110,Moderate,2018,3,March
Amritsar,12/03/2018,48.66,155.13,128,Moderate,2018,3,March
Amritsar,13/03/2018,54.53,157.09,140,Moderate,2018,3,March
Amritsar,14/03/2018,40.21,138.73,125,Moderate,2018,3,March
Amritsar,15/03/2018,27.42,104.51,119,Moderate,2018,3,March
Amritsar,16/03/2018,20.92,81.28,88,Satisfactory,2018,3,March
Amritsar,17/03/2018,30.1,96.19,93,Satisfactory,2018,3,March
Amritsar,18/03/2018,43.88,137.19,112,Moderate,2018,3,March
Amritsar,19/03/2018,44.86,144.69,138,Moderate,2018,3,March
Amritsar,20/03/2018,56.47,158.03,124,Moderate,2018,3,March
Amritsar,21/03/2018,20.96,75.37,106,Moderate,2018,3,March
Amritsar,22/03/2018,15.44,57.58,72,Satisfactory,2018,3,March
Amritsar,06/04/2018,46.28,131.27,126,Moderate,2018,4,April
Amritsar,07/04/2018,34.09,105.54,110,Moderate,2018,4,April
Amritsar,08/04/2018,42.13,124.71,112,Moderate,2018,4,April
Amritsar,09/04/2018,28.51,138.44,138,Moderate,2018,4,April
Amritsar,10/04/2018,34.87,97.24,96,Satisfactory,2018,4,April
Amritsar,11/04/2018,18.64,55.1,77,Satisfactory,2018,4,April
Amritsar,12/04/2018,28.11,65.25,72,Satisfactory,2018,4,April
Amritsar,13/04/2018,42.29,99.54,83,Satisfactory,2018,4,April
Amritsar,14/04/2018,52.59,129.54,107,Moderate,2018,4,April
Amritsar,15/04/2018,55.56,140.47,128,Moderate,2018,4,April
Amritsar,16/04/2018,33.87,119.64,122,Moderate,2018,4,April
Amritsar,17/04/2018,22.94,70.01,99,Satisfactory,2018,4,April
Amritsar,18/04/2018,35.71,100.19,85,Satisfactory,2018,4,April
Amritsar,19/04/2018,43,134.69,117,Moderate,2018,4,April
Amritsar,20/04/2018,17.8,63.32,94,Satisfactory,2018,4,April
Amritsar,21/04/2018,21.1,77.96,66,Satisfactory,2018,4,April
Amritsar,22/04/2018,23.62,80.1,78,Satisfactory,2018,4,April
Amritsar,23/04/2018,29.8,98.84,94,Satisfactory,2018,4,April
Amritsar,24/04/2018,60.36,161.24,119,Moderate,2018,4,April
Amritsar,25/04/2018,69.33,167.05,148,Moderate,2018,4,April
Amritsar,26/04/2018,43.85,109.9,119,Moderate,2018,4,April
Amritsar,27/04/2018,81.81,203.55,138,Moderate,2018,4,April
Amritsar,28/04/2018,71.4,148.06,156,Moderate,2018,4,April
Amritsar,29/04/2018,61.67,148.89,136,Moderate,2018,4,April
Amritsar,30/04/2018,64.92,178.5,149,Moderate,2018,4,April
Amritsar,01/05/2018,77.06,201.95,157,Moderate,2018,5,May
Amritsar,02/05/2018,60.54,188.97,161,Moderate,2018,5,May
Amritsar,03/05/2018,37.37,83.42,120,Moderate,2018,5,May
Amritsar,04/05/2018,46.96,117.05,104,Moderate,2018,5,May
Amritsar,05/05/2018,60.38,157.78,123,Moderate,2018,5,May
Amritsar,06/05/2018,43.89,121.76,131,Moderate,2018,5,May
Amritsar,07/05/2018,26.75,83.47,95,Satisfactory,2018,5,May
Amritsar,08/05/2018,31.61,81.6,82,Satisfactory,2018,5,May
Amritsar,09/05/2018,58.47,118.73,100,Satisfactory,2018,5,May
Amritsar,10/05/2018,99.65,169.11,178,Moderate,2018,5,May
Amritsar,11/05/2018,108.04,198.34,252,Poor,2018,5,May
